id,title,company,description,salary_min,salary_max,city,keyword,search_title
5679993056,Sr. Product Operations Manager $80/hr,Mercor,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Product Operations Specialist (Technical  LLM) Type: Contract Compensation: $60–$80/hour Location: Remote Role Responsibilities Support program execution strategy for multiple products and platforms. Kickstart 0 to 1 efforts, accelerate execut…",166400.0,166400.0,San Francisco,data analysis,
5680920767,Programmer/Analyst IV,Ncire,"Position Definition : Under the general supervision of the Principal Investigator, collaborates on programming and data analysis for ongoing EEG-based projects. Essential Functions: Collaborate with laboratory statistician to clean/prepare and analyze wake and sleep EEG data Develop, test and optimize code for performing signal processing and data analysis to achieve project scientific aims Job Requirements: PhD in neuroscience and/or engineering with a focus on neuroscience 3 Years of experien…",114712.0,215155.0,San Francisco,data analysis,
5624397968,Quantitative UX Researcher,OpenAI,"About the team The UX Research team is a small team with outsized impact across OpenAI. We sit at the intersection of users, product, and safety—helping ensure that powerful AI systems are built responsibly and grounded in real human needs. Our work informs critical product decisions across OpenAI. We partner closely with product, design, engineering, and leadership to bring clarity to complex questions—often in fast-moving spaces where norms and best practices are still being defined. This rol…",266000.0,385000.0,San Francisco,data analysis,
5502214290,"Member of Technical Staff (AI Engineer, Applied ML)",Perplexity,"Perplexity is looking for an Applied ML Engineer to design, build, and iterate on cutting-edge AI models powering our core experience. As an expert in machine learning and artificial intelligence, you will develop scalable and impactful solutions for user personalization, query understanding, and content discovery - fulfilling the curiosity of millions of users across the globe. Key Responsibilities Apply state-of-the-art ML and LLM techniques to solve problems spanning: Personalization (LLM me…",220000.0,405000.0,San Francisco,data analysis,
5707660922,Staff Scientist - Ads & Offers,Uber,"About the Role Every day thousands of merchants use our Advertising and Offers platform to reach users on Uber to grow their businesses. The Science team on Ads & Offers designs and builds the core algorithmic components of this system. As a Staff Scientist on the team, you will work on understanding how various parts of the system (e.g. auction, pacing, bidding, ranking) are performing. You will lead the design and implementation of new algorithms to make our Ads system more efficient and perf…",144605.33,144605.33,San Francisco,data analysis,
5701905476,"Global Product Lead, Go-to-Market Innovation",Google,"Global Product Lead, Go-to-Market Innovation _corporate_fare_ Google _place_ Ann Arbor, MI, USA; San Francisco, CA, USA; 5 more; 4 more Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ XApplicants in San Francisco: Qualified applications with arrest or conviction records will be considered for employment in accordance with the San Francisco Fair Chance Ordinance for Employers an…",118352.33,118352.33,San Francisco,data analysis,
5646985994,Business Intelligence Analyst,UCSF Campus and Health,"Job Summary The Business Intelligence Analyst (BIA) functions as the expert for clinical informatics, Electronic Health Record (EPIC) reports and data visualization tools. The BIA has expert knowledge on the EHR applications and applies superior ability to work with reporting and data analytics customers to understand, design and document complex reporting and analytics needs and is able to coordinate all issues that arise during the reporting and data analytics assignments and projects. The bu…",82176.34,82176.34,San Francisco,data analysis,
4083788092,Zoho Engineers,Forhyre,"Forhyre.com is looking for Zoho Engineers Essential Functions Design and implement Zoho CMS solutions Provide Zoho CMS tuning and optimization Develop code with quality, scalability and extensibility Provide work breakdown and estimates for development tasks Identify strategic/tactical solutions and provide recommendations Candidate Requirements 3 years of experience with Zoho CMS Understanding of Zoho capabilities and limitations Experience in administration Zoho solutions Data analysis and re…",50000.0,75000.0,San Francisco,data analysis,
5699420148,Applied Scientist II,Uber,"About the Role We're looking for an Applied Scientist to join our Brand Science team and provide strategic insights, measurement, and optimization for a large brand marketing budget. In the role, you'll be part of and collaborate with a cross-functional team consisting of marketing, research, media and creative. As a member of the brand science team, you will not only be able to perform complex analyses exploring our large and rich dataset, but also shape marketing and measurement strategy. You…",102552.66,102552.66,San Francisco,data analysis,
5665796658,Accounting Manager,Robert Half,"Description We are looking for a skilled Accounting Manager to assist our client on a contract basis in San Francisco. In this role, you will collaborate closely with the accounting leadership to ensure smooth financial operations, lead a small team, and contribute to achieving key organizational goals. This position offers an opportunity to utilize your expertise in financial management within the SaaS or technology industry. Responsibilities: - Oversee general ledger activities to ensure accu…",98443.41,98443.41,San Francisco,data analysis,
5700681303,Operations Manager,"Adecco US, Inc.","Adecco is assisting a local client recruiting for an operations Manager opportunity in Francisco, CA. This is an excellent opportunity to join a winning culture and get your foot in the door with a Company that is an American search engine company. If Operations Manager sounds like something you would be interested in, and you meet the qualifications listed below, apply now! Responsibilities for Operations Manager include but are not limited to: · Design, launch, and improve operational program…",97607.77,97607.77,San Francisco,data analysis,
5693993951,Project Manager/ Senior Engineer - Water Wastewater,LVI Associates,"Key Responsibilities Plan, schedule, and execute engineering tasks for water-related infrastructure projects Oversee project budgets, timelines, contracts, and quality standards Develop engineering designs, technical reports, plans, specifications, and cost estimates Conduct data analysis and support construction-phase activities Supervise or coordinate work of junior engineers, technicians, and drafting staff Qualifications Master's degree in civil or environmental engineering 8-12 years of re…",110000.0,170000.0,San Francisco,data analysis,
5696548888,"Research Engineer, Mechanical",Gridware,"About Gridware Gridware is a San Francisco-based technology company dedicated to protecting and enhancing the electrical grid. We pioneered a groundbreaking new class of grid management called active grid response (AGR), focused on monitoring the electrical, physical, and environmental aspects of the grid that affect reliability and safety. Gridware’s advanced Active Grid Response platform uses high-precision sensors to detect potential issues early, enabling proactive maintenance and fault mit…",115223.14,115223.14,San Francisco,data analysis,
5299438936,Sales Operations Associate,US Tech Solutions,"San Francisco, CA Contract Duration: 7 Months (Hybrid) About the Role:  As a Sales Operations Associate, you drive complex / cross-functional projects and processes as a key contributor with limited guidance and demonstrate end-to-end ownership of smaller projects.  You identify and develop go-to-market strategies (E. g. revenue/service models, product strategies) and launch cross-functional initiatives to address a business need.  You solve complex problems which have multiple potential soluti…",144866.62,144866.62,San Francisco,data analysis,
5403333957,Manufacturing Test Engineer,Amazon,"Description At eero, our mission is to serve as the central nervous system of the home. While we began by revolutionizing home WiFi, we aim to create comprehensive solutions that serve both wireless and wired connectivity needs for customers and businesses across the globe.Our cross-functional team, spanning hardware, software, and manufacturing, develops advanced Ethernet switching and gateway products, alongside state of the art security features, to complement our award-winning mesh WiFi sys…",189439.86,189439.86,San Francisco,data analysis,
